ID;Name;RequestingArea;RevenueStream;BudgetGroup;MicroPhase;PriorityRA;Value;Urgency;Risk;Size
136529;Kiosks Envios - Incremento 1 | Associação de moradas guardadas no kiosk (via QR code App);GS;Mail;Commercial;Backlog;58;;;;
136307;Novo Ecosistema de APIs Shipping - API para consulta de trace monetizada;ECM;eCommerce;Commercial;Backlog;999;;;;
135471;Informação mensal das não conformidades enviadas do Dol para SGPC (sistema de Gestão de Postos de Correio);SEO;Mail;Operations;Backlog;999;;;;
135091;Acesso SGEE Apoio ao Cliente;GS;Mail;Commercial;Backlog;65;;;;
134437;Rastreabilidade - divisão direta para contentor;EM;eCommerce;Operations;Backlog;999;;;;
134275;Assegurar a Distribuição por Shapes;SEO;Mail;Operations;Backlog;999;;;;
133560;Novos Canais | Assegurar a liquidação automática das faturas de campanhas Outbound;GS;Retail & Financial Services;Commercial;Backlog;49;;;;
133246;Impressoras Termicas (Clientes Externos) - certificação de varios modelos e handover para EM;CSI;Mail;Commercial;Backlog;26;;;;
131505;GPECL/DIS - CTT Now Visibilidade sobre pedidos Programados;GP ECL;eCommerce;Commercial;Backlog;27;;;;
130149;SEO - TCO | Base de dados para armazenamento de informação proveniente de várias fontes;SEO;Mail;Operations;Backlog;999;;;;
128714;Workforce Analytics - Integração Espanha;PC;eCommerce;Corporate;Backlog;11;;;;
124872;FIL | Segmentação de Clientes - atribuição de descontos PED-2021-00346;FL;Mail;Corporate;Backlog;2;;;;
123106;GS B2C - Evolução do sistema de Gestão da informação Geográfica da Rede;GS;Mail;Commercial;In Definition;50;;;;
120372;POP - Melhorias a OnBoarding de clientes;GPG;Payments;Commercial;In Definition;8;;;;
115672;Melhoria nos Rótulos de Expedição do CNE;SEO;Mail;Operations;Backlog;999;;;;
115066;Paperless - Desmaterialização das Guias de Transporte CTT;SEO;Mail;Operations;Backlog;999;;;;
115063;Paperless - Desmaterialização das Listas de Picking CTT;SEO;Mail;Operations;Backlog;999;;;;
111671;Kiosks Envios - Incremento 3 | Embalagem - obtenção de informação de produto;GS;Mail;Commercial;Backlog;60;;;;
110084;ACQ/COQ | QoS - Alteração à regra do evento EFF;SEO;Mail;Operations;Backlog;999;;;;
110017;Lockers e Pontos de Entrega - Release 3;ECM;eCommerce;Commercial;Backlog;999;;;;
109623;e-SIGN: Nova solução de assinatura digital CTT;TF;Mail;Corporate;High Level Design;1;;;;
107451;STIAR | MPE – Gestão de Pagamentos dos Autos Rodoviários das Forças Policiais (GNR e PSP);GP B2B;Business Solutions;Commercial;Backlog;999;;;;
107176;Pagamento Custas Processuais Habilitação de Herdeiros - DP;CSI;Mail;Commercial;Backlog;999;;;;
101242;Lockers | Criação ou utilização de APN privada no âmbito da integração dos Lockers na rede CTT via operador GSM;ECM;eCommerce;Commercial;Backlog;999;;;;
99517;ECL/PSC - Identificação de giros de distribuição (green delivery);GP ECL;eCommerce;Commercial;Backlog;28;;;;
96860;BANCO CTT | Novo design site banco;BCTT;Mail;Technology;Backlog;8;;;;
96079;GCP: adaptação aos códigos de barras EDP;GPG;Payments;Commercial;Pitch;999;;;;
94117;SD - Colocar no PDA a Indicação sobre a fonte de decisão do Objeto;EDO;eCommerce;Operations;Backlog;999;;;;
86323;SD - Divisão de Objetos Outbound com base no país de destino;EDO;eCommerce;Operations;Backlog;999;;;;
84774;Analytics | Tags Google Analytics G3/4 - Measurement Protocol;DNI;Mail;Commercial;Backlog;9;;;;
84677;SEO - TCO | Disponibilização da Informação IPS;SEO;Mail;Operations;Backlog;999;;;;
82799;APP - modelo de registo de dados trafego CDPs;SEO;Mail;Operations;Backlog;999;;;;
76019;Serviço Conveniência - Impressão A4 (complemento ao Serviço de Fotocopias);GP B2C;Retail & Financial Services;Commercial;Backlog;12;;;;
71425;ECL/GPR - Peso Default por Produto Expresso e Carga;GP ECL;eCommerce;Commercial;Backlog;29;;;;
66650;GS B2C - Disponibilização de informação do Data Analytics sobre Sessões NAVe;GS;Mail;Commercial;Backlog;51;;;;
60297;Gestão de Stocks PCTT;CSI;Mail;Commercial;Backlog;999;;;;
52465;Aplicação Correio Empresarial nos BCE - pedido alteração a API de dados;SEO;Mail;Operations;Backlog;999;;;;
52102;WebService GEO Subscrição, Relatórios e Alertas;GP B2B;Business Solutions;Commercial;Backlog;25;;;;
51911;MPC | Integração Sprinklr no CRM | Melhorar Integração de mensagens;AVC;Mail;Corporate;In Definition;9;;;;
50493;B2C - Vendas Expresso por colaborador - CORVENDAS;GS;eCommerce;Commercial;Backlog;52;;;;
50482;GS B2C - Disponibilização de dados de vendas Filatelia dos canais FIL e DTI;GS;Mail;Commercial;Backlog;53;;;;
50111;B2C NAVe | Devolução Objetos Avisados com Prazo Expirado (GS B2C/OPB);CSI;Mail;Commercial;Backlog;999;;;;
50095;Criação Portal Parceiro;CSI;Mail;Commercial;Backlog;6;;;;
48860;B2C - Dados Vendas Dona Oferta - via Data Analytics;GS;Mail;Commercial;Backlog;54;;;;
46750;Atualização Catálogo Produtos e Otimização de Guias de Remessa (Operações de Filatelia);CSI;Mail;Commercial;Backlog;20;;;;
46748;Controlo de Faturas Anuladas, Vinhetas Anuladas e Notas de Crédito Emitidas - PCTT, Lojas Nucleares e Satélites;CSI;Mail;Commercial;Backlog;999;;;;
46015;Reformular o serviço Alterar Entrega de Correio (SIGA);GP B2B;Mail;Commercial;Backlog;26;;;;
45966;ITMATT – Implementar melhorias nos envios internacionais;GP B2B;Mail;Commercial;Backlog;999;;;;
45955;PED-2022-00115_PRIO#6_Atualização do país de destino na ficha do objeto;GP B2B;Mail;Commercial;Backlog;999;;;;
45693;PED-2019-00062_PRIO#34_Dinamização do negócio da exportação;GP B2B;Mail;Commercial;Backlog;27;;;;
43667;Supressão do Serviço Especial de Cobrança no Correio Registado para o âmbito Internacional;GP B2B;Mail;Commercial;Backlog;999;;;;
43366;GPECL/INT - Eventos DHL não integrados no T&T CTT;GP ECL;eCommerce;Commercial;Backlog;24;;;;
42748;De Minimis | Dashboard: Tempo de processamento de objetos em Famões;SEO;Mail;Operations;Backlog;999;;;;
42573;Desenvolvimentos NAVe - Aceitação campanhas DM inferiores a 100obj;GP B2B;Mail;Commercial;Backlog;30;;;;
28297;B2C NAVe | GP B2C-Validação da data de Voo com a AT - Subsidio de Mobilidade;GP B2C;Retail & Financial Services;Commercial;Backlog;9;;;;
16889;Dona Oferta – Dados de recibo/fatura automáticos;GS;Mail;Commercial;Backlog;37;;;;
16508;GP B2C-Automatização da faturação APIN;GP B2C;Retail & Financial Services;Commercial;Backlog;7;;;;
16503;B2C - FIL-Alargamento dos meios de pagamento aceites;FL;Mail;Corporate;Backlog;1;;;;
12868;Pedido de exceção para os BCE ao PED HD-2021-000681;SEO;Mail;Operations;Backlog;999;;;;
10474;Gestão de ativos em contexto de manutenção;EM;eCommerce;Operations;Backlog;999;;;;
10379;Serviços Reexpedição e Retenção - Implementar melhorias;GP B2B;Mail;Commercial;Backlog;28;;;;
10345;Alteração SGFE – PRIMA TD 200;GS;Mail;Commercial;Backlog;56;;;;
10344;Melhorias de funcionamento nos Tablets das Lojas;GS;Mail;Commercial;Backlog;55;;;;
10299;Fecho administrativo automático – Evento EFF;SEO;eCommerce;Operations;Backlog;999;;;;
10267;Criação de uma Torre de Controlo;SEO;Mail;Operations;Backlog;999;;;;
134943;STICO - Migração de Pipelines ADO2Github;GP B2B;Mail;Commercial;Backlog;15;4,0;;3,0;3,0
134832;Eliminação TLS 1.0 - Comunicação info T&T com MEO;SI-OPS;eCommerce;Technology;In Definition;5;;3,0;4,0;2,0
134802;DHL | Integração Oferta Connect;GP ECL;eCommerce;Commercial;Backlog;30;;;;
134801;Amazon | Serviço POD (Prova de Entrega);GP ECL;eCommerce;Commercial;In Definition;11;;;;
134587;BCTT - Relatório Sendgrid;BCTT;Mail;Technology;In Definition;4;3,0;;2,0;1,0
134357;Github Migration - Produtos;SI;Mail;Technology;Backlog;999;;;;
135317;SAPSF - GoFluent;GRH;Mail;Corporate;Backlog;999;2,0;;1,0;
135288;Desenvolvimentos CNE no âmbito do Correio Inteligente;GP B2B;Business Solutions;Commercial;Backlog;8;;;;
135004;Criação de novo agente AI para validação de código obsoleto;SI;Mail;Technology;Pitch;999;;;;
134997;Correio Inteligente - Alarmística;GP B2B;Business Solutions;Commercial;In Definition;11;;;;
